abone_id,yas,cinsiyet,aylik_gelir,harcama,sehir,egitim
abone474,67,kadin,3000,Ulaşım,Denizli,lisans
abone475,48,erkek,8084,Diğer,Manisa,lisans
abone476,70,kadin,4721,Giyim,Antalya,lisans
abone477,28,erkek,11774,Diğer,Ankara,lise
abone478,41,erkek,12405,Eğlence,Şanlıurfa,ortaokul
abone479,52,erkek,8715,Eğlence,Mersin,lise
abone480,50,erkek,3000,Eğlence,Samsun,lise
abone481,60,erkek,23236,Sağlık,Malatya,ortaokul
abone482,52,kadin,7676,Ulaşım,Samsun,lise
abone483,22,kadin,8549,Ev Giderleri,Samsun,lisans
abone484,40,erkek,7451,Giyim,Kocaeli,yuksek lisans
abone485,35,kadin,9002,Eğitim,Kahramanmaraş,ilkokul
abone486,37,kadin,11521,Eğlence,Manisa,lisans
abone487,38,erkek,10434,Eğlence,Balıkesir,lise
abone488,58,erkek,8378,Ulaşım,Mersin,lisans
abone489,59,kadin,11606,Diğer,Şanlıurfa,lisans
abone490,53,kadin,9550,Diğer,Ankara,lisans
abone491,39,kadin,4806,Eğitim,Diyarbakır,lisans
abone492,56,kadin,3026,Sağlık,Adana,lise
abone493,45,kadin,7652,Eğitim,Manisa,lisans
abone494,35,erkek,9004,Ev Giderleri,Malatya,yuksek lisans
abone495,61,kadin,5849,Giyim,Malatya,lise
abone496,48,erkek,11033,Giyim,Kocaeli,lisans
abone497,62,erkek,6764,Gıda,Denizli,lisans
abone498,49,erkek,4803,Sağlık,Adana,yuksek lisans
abone499,62,kadin,14252,Gıda,Izmir,lisans
abone500,55,kadin,9470,Eğlence,Kahramanmaraş,lisans
abone501,20,kadin,11469,Ulaşım,Bursa,lise
abone502,63,erkek,10431,Eğlence,Diyarbakır,lisans
abone503,68,erkek,6052,Diğer,Mersin,ilkokul
abone504,54,kadin,10734,Sağlık,Antalya,doktora
abone505,65,kadin,11694,Eğlence,Izmir,lisans
abone506,25,kadin,10131,Giyim,Konya,lisans
abone507,60,erkek,7060,Ulaşım,Konya,lise
abone508,62,erkek,12108,Diğer,Adana,lise
abone509,56,kadin,10532,Diğer,Gaziantep,lisans
abone510,35,erkek,8623,Eğlence,Samsun,lise
abone511,69,erkek,12460,Sağlık,Izmir,ortaokul
abone512,65,erkek,4489,Eğitim,Istanbul,lisans
abone513,25,erkek,10347,Sağlık,Malatya,lisans
abone514,39,kadin,6089,Ulaşım,Sivas,doktora
abone515,62,kadin,9526,Eğlence,Şanlıurfa,ortaokul
abone516,61,erkek,12032,Gıda,Malatya,lise
abone517,38,erkek,8145,Ev Giderleri,Kocaeli,lisans
abone518,36,kadin,11128,Sağlık,Antalya,lisans
abone519,31,erkek,9341,Giyim,Kocaeli,lise
abone520,31,erkek,6949,Eğlence,Izmir,lisans
abone521,41,kadin,10145,Ev Giderleri,Malatya,lisans
abone522,56,kadin,3000,Eğitim,Istanbul,lise
abone523,61,erkek,12798,Sağlık,Gaziantep,lise
abone524,44,erkek,11460,Diğer,Diyarbakır,yuksek lisans
abone525,44,kadin,6434,Gıda,Balıkesir,ilkokul
abone526,45,erkek,9219,Eğitim,Gaziantep,lise
abone527,55,erkek,12499,Giyim,Ankara,lise
abone528,63,kadin,4153,Eğitim,Şanlıurfa,ortaokul
abone529,68,erkek,15699,Eğlence,Denizli,lisans
abone530,68,erkek,7662,Ev Giderleri,Şanlıurfa,lise
abone531,66,kadin,6180,Eğitim,Gaziantep,lisans
abone532,41,erkek,10267,Sağlık,Malatya,lisans
abone533,44,erkek,7677,Eğlence,Mersin,lise
abone534,40,erkek,23353,Ev Giderleri,Samsun,yuksek lisans
abone535,33,erkek,9813,Gıda,Izmir,ortaokul
abone536,33,erkek,6440,Diğer,Denizli,ortaokul
abone537,33,kadin,9806,Eğlence,Kocaeli,lise
abone538,46,kadin,8202,Gıda,Kocaeli,lisans
abone539,49,kadin,7754,Diğer,Antalya,lisans
abone540,53,erkek,14346,Ev Giderleri,Bursa,lisans
abone541,34,erkek,8148,Ulaşım,Gaziantep,lisans
abone542,21,kadin,3334,Diğer,Kocaeli,lisans
abone543,54,kadin,9226,Eğlence,Izmir,lisans
abone544,62,erkek,3045,Giyim,Bursa,lise
abone545,59,kadin,7507,Diğer,Balıkesir,lise
abone546,47,erkek,4994,Eğitim,Kocaeli,lise
abone547,59,kadin,4922,Gıda,Gaziantep,lise
abone548,27,erkek,7919,Ev Giderleri,Mersin,yuksek lisans
abone549,18,kadin,7770,Diğer,Sivas,lise
abone550,45,kadin,12741,Eğlence,Izmir,doktora
abone551,24,kadin,17651,Sağlık,Bursa,yuksek lisans
abone552,56,kadin,9894,Ev Giderleri,Samsun,lisans
abone553,67,kadin,7969,Ulaşım,Adana,lisans
abone554,55,kadin,4407,Eğitim,Konya,ortaokul
abone555,36,kadin,10462,Ev Giderleri,Samsun,lisans
abone556,26,erkek,9836,Gıda,Adana,lise
abone557,62,erkek,12767,Eğlence,Antalya,lisans
abone558,59,erkek,8336,Diğer,Istanbul,lise
abone559,68,erkek,3169,Diğer,Adana,lisans
abone560,64,erkek,17535,Giyim,Trabzon,yuksek lisans
abone561,42,kadin,5349,Gıda,Manisa,lise
abone562,47,erkek,5633,Ulaşım,Denizli,lise
abone563,46,kadin,11956,Giyim,Antalya,lisans
abone564,35,kadin,12813,Giyim,Diyarbakır,lise
abone565,38,kadin,7830,Diğer,Kahramanmaraş,lise
abone566,28,erkek,14091,Diğer,Mersin,lise
abone567,54,erkek,11632,Giyim,Antalya,lise
abone568,21,kadin,7529,Sağlık,Kocaeli,lisans
abone569,25,kadin,12873,Diğer,Konya,lisans
abone570,21,erkek,10955,Eğlence,Samsun,ortaokul
abone571,51,erkek,5748,Ev Giderleri,Şanlıurfa,lisans
abone572,28,kadin,4742,Gıda,Diyarbakır,ortaokul
abone573,53,kadin,6867,Eğlence,Istanbul,lisans
abone574,54,kadin,7942,Gıda,Balıkesir,lisans
abone575,56,kadin,3308,Eğlence,Balıkesir,lisans
abone576,25,kadin,6090,Ulaşım,Ankara,lise
abone577,29,kadin,4287,Gıda,Denizli,lisans
abone578,65,erkek,5606,Eğitim,Gaziantep,ortaokul
abone579,19,erkek,13619,Eğitim,Balıkesir,lisans
abone580,44,kadin,9091,Gıda,Balıkesir,lisans
abone581,26,erkek,11665,Ev Giderleri,Istanbul,lisans
abone582,36,erkek,10005,Ulaşım,Denizli,lisans
abone583,42,erkek,16466,Diğer,Kahramanmaraş,lise
abone584,21,kadin,13023,Diğer,Sivas,lisans
abone585,18,erkek,14435,Eğitim,Trabzon,lise
abone586,55,erkek,15606,Giyim,Mersin,lise
abone587,33,kadin,16190,Gıda,Ankara,ortaokul
abone588,53,erkek,6982,Giyim,Malatya,ilkokul
abone589,57,kadin,9532,Giyim,Bursa,ortaokul
abone590,56,erkek,12347,Ulaşım,Bursa,yuksek lisans
abone591,59,erkek,10472,Ev Giderleri,Adana,ortaokul
abone592,18,kadin,14220,Ulaşım,Antalya,lise
abone593,54,erkek,6904,Giyim,Mersin,yuksek lisans
abone594,52,erkek,7892,Eğlence,Bursa,lise
abone595,46,kadin,11115,Sağlık,Adana,lise
abone596,52,erkek,12173,Ulaşım,Bursa,lise
abone597,56,kadin,10043,Ulaşım,Antalya,ortaokul
abone598,24,erkek,10131,Sağlık,Istanbul,yuksek lisans
abone599,70,kadin,14950,Eğitim,Bursa,lisans
abone600,70,kadin,7626,Diğer,Ankara,lise
abone601,57,kadin,8181,Sağlık,Izmir,lisans
abone602,69,erkek,7352,Ulaşım,Sivas,doktora
abone603,19,erkek,9139,Ev Giderleri,Samsun,ortaokul
abone604,65,kadin,17446,Ev Giderleri,Kahramanmaraş,yuksek lisans
abone605,20,kadin,4272,Eğitim,Istanbul,lise
abone606,46,kadin,10726,Sağlık,Kocaeli,lise
abone607,47,kadin,8368,Eğitim,Kocaeli,ortaokul
abone608,69,kadin,15470,Sağlık,Adana,lisans
abone609,23,erkek,11928,Ulaşım,Denizli,ortaokul
abone610,51,erkek,15362,Ulaşım,Denizli,doktora
abone611,63,kadin,9376,Eğlence,Adana,lise
abone612,21,kadin,8941,Ev Giderleri,Antalya,doktora
abone613,61,kadin,6692,Gıda,Sivas,lise
abone614,54,erkek,4461,Ulaşım,Balıkesir,lise
abone615,47,kadin,10036,Ev Giderleri,Izmir,ilkokul
abone616,25,kadin,10595,Diğer,Sivas,doktora
abone617,70,erkek,9628,Ulaşım,Istanbul,lise
abone618,51,erkek,7505,Sağlık,Istanbul,lisans
abone619,43,kadin,5298,Ev Giderleri,Ankara,lisans
abone620,29,erkek,10512,Diğer,Ankara,lise
abone621,39,erkek,12993,Sağlık,Ankara,ortaokul
abone622,50,kadin,8118,Ev Giderleri,Sivas,lisans
abone623,28,erkek,6495,Eğitim,Mersin,lise
abone624,28,kadin,13233,Sağlık,Balıkesir,lisans
abone625,40,erkek,6088,Gıda,Antalya,lisans
abone626,44,erkek,4037,Giyim,Kahramanmaraş,yuksek lisans
abone627,38,kadin,3000,Diğer,Samsun,ortaokul
abone628,55,erkek,9581,Eğitim,Malatya,lisans
abone629,56,erkek,3191,Ev Giderleri,Diyarbakır,lisans
abone630,28,erkek,3000,Giyim,Kahramanmaraş,yuksek lisans
abone631,67,erkek,6086,Ulaşım,Adana,ortaokul
abone632,65,kadin,12702,Gıda,Antalya,lisans
abone633,53,kadin,6301,Eğlence,Izmir,lisans
abone634,25,erkek,7091,Ev Giderleri,Balıkesir,lisans
abone635,49,kadin,8883,Gıda,Kahramanmaraş,lisans
abone636,69,erkek,8663,Diğer,Istanbul,ortaokul
abone637,19,kadin,8115,Diğer,Malatya,yuksek lisans
abone638,37,kadin,4376,Gıda,Samsun,lisans
abone639,32,kadin,3000,Ulaşım,Adana,lisans
abone640,47,kadin,3000,Ulaşım,Izmir,lisans
abone641,37,erkek,12671,Ev Giderleri,Mersin,lisans
abone642,39,erkek,6023,Giyim,Bursa,lise
abone643,64,erkek,6317,Gıda,Samsun,lise
abone644,32,kadin,9232,Sağlık,Istanbul,yuksek lisans
abone645,49,kadin,3000,Diğer,Konya,lise
abone646,59,kadin,3000,Giyim,Diyarbakır,lisans
abone647,33,kadin,15948,Ev Giderleri,Mersin,ortaokul
abone648,68,erkek,10968,Sağlık,Konya,yuksek lisans
abone649,54,kadin,6958,Ev Giderleri,Mersin,yuksek lisans
abone650,18,erkek,11540,Gıda,Ankara,lisans
abone651,25,erkek,9426,Sağlık,Antalya,lisans
abone652,56,kadin,9779,Ulaşım,Gaziantep,ortaokul
abone653,40,kadin,9299,Sağlık,Balıkesir,doktora
abone654,69,erkek,13755,Ev Giderleri,Izmir,lisans
abone655,48,erkek,13672,Sağlık,Balıkesir,lisans
abone656,60,kadin,8516,Eğlence,Trabzon,lisans
abone657,20,erkek,17458,Eğitim,Malatya,lisans
abone658,23,erkek,12146,Giyim,Balıkesir,lisans
abone659,65,erkek,12192,Eğlence,Istanbul,lise
abone660,29,kadin,14931,Sağlık,Adana,lise
abone661,44,kadin,10799,Ev Giderleri,Denizli,lisans
abone662,67,erkek,10285,Eğlence,Izmir,ortaokul
abone663,32,kadin,12301,Ev Giderleri,Antalya,lisans
abone664,62,erkek,18066,Gıda,Şanlıurfa,lise
abone665,36,kadin,11466,Eğitim,Manisa,lise
abone666,22,erkek,8370,Ev Giderleri,Bursa,lise
abone667,30,erkek,13091,Eğitim,Adana,yuksek lisans
abone668,40,erkek,3000,Ulaşım,Kocaeli,lisans
abone669,40,erkek,14854,Eğitim,Bursa,yuksek lisans
abone670,53,kadin,15500,Sağlık,Ankara,lise
abone671,53,kadin,3000,Ulaşım,Kahramanmaraş,lise
abone672,25,erkek,17380,Ev Giderleri,Bursa,lisans
abone673,40,kadin,10044,Eğitim,Ankara,lise
abone674,38,erkek,8244,Giyim,Şanlıurfa,lisans
abone675,33,kadin,10999,Eğlence,Izmir,lise
abone676,23,kadin,7481,Ulaşım,Sivas,lisans
abone677,24,erkek,5626,Gıda,Diyarbakır,lise
abone678,62,erkek,10133,Gıda,Ankara,lise
abone679,62,kadin,3000,Ev Giderleri,Antalya,lisans
abone680,46,kadin,6391,Ulaşım,Diyarbakır,doktora
abone681,63,kadin,12539,Ulaşım,Diyarbakır,lise
abone682,64,kadin,4812,Eğitim,Bursa,ortaokul
abone683,27,kadin,13052,Giyim,Konya,lisans
abone684,64,kadin,5164,Gıda,Istanbul,lisans
abone685,46,erkek,4207,Gıda,Bursa,ortaokul
abone686,63,kadin,9408,Giyim,Gaziantep,lise
abone687,33,kadin,7502,Giyim,Kocaeli,ortaokul
abone688,45,kadin,14377,Giyim,Denizli,yuksek lisans
abone689,39,erkek,4901,Diğer,Malatya,lisans
abone690,32,erkek,5219,Gıda,Konya,lise
abone691,58,kadin,13881,Eğlence,Balıkesir,lise
abone692,28,kadin,6998,Ev Giderleri,Diyarbakır,lise
abone693,65,erkek,14976,Diğer,Kahramanmaraş,lise
abone694,31,erkek,6618,Eğitim,Denizli,ortaokul
abone695,46,kadin,9944,Giyim,Denizli,lisans
abone696,66,kadin,15535,Eğitim,Gaziantep,ortaokul
abone697,64,erkek,14013,Eğitim,Şanlıurfa,lisans
abone698,34,erkek,14112,Sağlık,Ankara,lisans
abone699,24,kadin,7337,Giyim,Diyarbakır,lisans
abone700,42,kadin,13378,Ev Giderleri,Diyarbakır,lise
abone701,33,erkek,3000,Sağlık,Adana,lisans
abone702,42,erkek,10788,Giyim,Diyarbakır,lise
abone703,41,kadin,12305,Gıda,Malatya,lise
abone704,34,erkek,9825,Diğer,Adana,lisans
abone705,31,erkek,11583,Gıda,Istanbul,yuksek lisans
abone706,50,kadin,12413,Gıda,Kahramanmaraş,lise
abone707,65,kadin,14588,Eğitim,Antalya,lisans
abone708,65,kadin,3000,Eğitim,Denizli,lisans
abone709,63,kadin,3000,Giyim,Antalya,ortaokul
abone710,32,erkek,9088,Diğer,Malatya,lisans
abone711,33,kadin,13159,Eğlence,Manisa,yuksek lisans
abone712,65,erkek,3000,Sağlık,Şanlıurfa,lisans
abone713,22,erkek,10004,Eğlence,Samsun,lisans
abone714,62,erkek,6161,Eğlence,Istanbul,ortaokul
abone715,23,kadin,11457,Sağlık,Şanlıurfa,lisans
abone716,51,kadin,4225,Giyim,Şanlıurfa,lisans
abone717,54,kadin,3000,Eğlence,Konya,lisans
abone718,27,kadin,3576,Diğer,Adana,lisans
abone719,22,erkek,12113,Gıda,Istanbul,lisans
abone720,70,erkek,12476,Gıda,Adana,yuksek lisans
abone721,24,kadin,8100,Eğitim,Diyarbakır,lise
abone722,39,kadin,11987,Diğer,Ankara,ortaokul
abone723,27,erkek,7044,Ulaşım,Ankara,lisans
abone724,40,kadin,6632,Ev Giderleri,Trabzon,lisans
abone725,63,erkek,3000,Sağlık,Şanlıurfa,yuksek lisans
abone726,58,kadin,7044,Ev Giderleri,Şanlıurfa,doktora
abone727,32,kadin,11960,Ev Giderleri,Mersin,lisans
abone728,27,kadin,10905,Eğlence,Istanbul,lisans
abone729,40,kadin,8875,Ulaşım,Diyarbakır,lise
abone730,28,erkek,11614,Ulaşım,Denizli,lise
abone731,41,kadin,7701,Eğitim,Denizli,lisans
abone732,53,erkek,9084,Eğitim,Adana,yuksek lisans
abone733,47,kadin,10979,Ev Giderleri,Denizli,lisans
abone734,29,kadin,6297,Eğlence,Şanlıurfa,lise
abone735,45,erkek,10004,Giyim,Antalya,ilkokul
abone736,44,erkek,10302,Diğer,Denizli,lisans
abone737,46,erkek,7283,Giyim,Diyarbakır,lisans
abone738,53,erkek,7404,Gıda,Mersin,lisans
abone739,70,kadin,3532,Gıda,Sivas,lisans
abone740,33,kadin,9072,Eğitim,Gaziantep,lisans
abone741,50,kadin,12817,Eğlence,Mersin,lisans
abone742,36,erkek,13037,Diğer,Manisa,lisans
abone743,61,erkek,7597,Gıda,Ankara,yuksek lisans
abone744,47,erkek,9702,Gıda,Diyarbakır,lisans
abone745,38,erkek,16762,Gıda,Gaziantep,lise
abone746,42,kadin,3364,Eğlence,Manisa,ilkokul
abone747,24,kadin,12958,Ev Giderleri,Trabzon,lise
abone748,18,kadin,13109,Giyim,Izmir,lisans
abone749,44,erkek,4005,Gıda,Samsun,lisans
abone750,26,kadin,10089,Diğer,Adana,ilkokul
abone751,67,kadin,3420,Ulaşım,Bursa,ortaokul
abone752,37,erkek,13970,Eğitim,Izmir,lisans
abone753,38,kadin,8950,Gıda,Manisa,lise
abone754,24,erkek,17494,Eğitim,Denizli,lisans
abone755,62,kadin,8309,Sağlık,Bursa,lisans
abone756,40,erkek,3000,Diğer,Gaziantep,lise
abone757,46,kadin,4331,Sağlık,Izmir,lise
abone758,61,erkek,6744,Gıda,Diyarbakır,yuksek lisans
abone759,62,kadin,9779,Gıda,Kocaeli,lise
abone760,24,erkek,11439,Ev Giderleri,Izmir,lisans
abone761,52,erkek,10670,Diğer,Adana,lise
abone762,60,erkek,13089,Gıda,Trabzon,lisans
abone763,20,erkek,13153,Sağlık,Sivas,ortaokul
abone764,37,erkek,7446,Eğitim,Bursa,lisans
abone765,38,erkek,4372,Eğitim,Şanlıurfa,lisans
abone766,60,kadin,12124,Diğer,Antalya,lisans
abone767,70,kadin,10362,Sağlık,Istanbul,lisans
abone768,69,erkek,3000,Diğer,Manisa,ilkokul
abone769,62,kadin,6645,Eğlence,Samsun,lisans
abone770,64,erkek,10934,Eğlence,Konya,ortaokul
abone771,30,erkek,7910,Eğitim,Izmir,lise
abone772,43,erkek,6340,Diğer,Gaziantep,ortaokul
abone773,39,kadin,8760,Sağlık,Kocaeli,lise
abone774,38,kadin,13335,Gıda,Mersin,yuksek lisans
abone775,31,kadin,11023,Gıda,Şanlıurfa,lisans
abone776,68,erkek,4332,Eğlence,Sivas,lise
abone777,67,erkek,3000,Sağlık,Kahramanmaraş,doktora
abone778,61,erkek,12802,Giyim,Konya,ilkokul
abone779,44,erkek,12571,Giyim,Adana,lisans
abone780,68,kadin,7676,Giyim,Şanlıurfa,lisans
abone781,58,erkek,12641,Sağlık,Sivas,ortaokul
abone782,67,erkek,9610,Eğitim,Gaziantep,yuksek lisans
abone783,21,erkek,6981,Ulaşım,Sivas,lisans
abone784,37,erkek,3000,Ulaşım,Kocaeli,doktora
abone785,32,kadin,6860,Giyim,Istanbul,lise
abone786,55,erkek,6918,Gıda,Adana,lisans
abone787,25,erkek,3000,Ulaşım,Bursa,ortaokul
abone788,48,kadin,10698,Giyim,Sivas,lise
abone789,45,erkek,10752,Ulaşım,Şanlıurfa,lisans
abone790,63,kadin,7927,Ev Giderleri,Mersin,lisans
abone791,32,erkek,3000,Eğitim,Trabzon,lise
abone792,62,kadin,13795,Eğitim,Bursa,lise
abone793,65,erkek,10990,Sağlık,Antalya,lisans
abone794,51,kadin,9255,Giyim,Bursa,lisans
abone795,68,erkek,8889,Gıda,Diyarbakır,lisans
abone796,63,erkek,5145,Giyim,Manisa,yuksek lisans
abone797,54,kadin,16002,Diğer,Şanlıurfa,lise
abone798,20,kadin,10514,Eğlence,Manisa,lisans
abone799,25,erkek,9544,Sağlık,Malatya,ortaokul
abone800,69,erkek,12782,Eğitim,Ankara,lise
abone801,40,kadin,9255,Ev Giderleri,Samsun,lise
abone802,24,kadin,3738,Ulaşım,Kocaeli,lise
abone803,21,kadin,7138,Giyim,Denizli,lisans
abone804,48,kadin,6860,Eğitim,Ankara,lise
abone805,67,kadin,9514,Ev Giderleri,Samsun,lisans
abone806,42,kadin,10994,Ev Giderleri,Denizli,lise
abone807,39,erkek,5688,Ev Giderleri,Antalya,lisans
abone808,69,kadin,15595,Diğer,Samsun,yuksek lisans
abone809,66,kadin,6714,Gıda,Gaziantep,yuksek lisans
abone810,36,kadin,4671,Eğlence,Manisa,lisans
abone811,31,kadin,11746,Gıda,Mersin,lise
abone812,41,erkek,7459,Ulaşım,Izmir,lise
abone813,70,kadin,7652,Eğitim,Konya,ortaokul
abone814,48,erkek,20035,Eğitim,Konya,lise
abone815,44,erkek,4537,Diğer,Kahramanmaraş,ortaokul
abone816,70,kadin,14328,Gıda,Konya,lisans
abone817,28,erkek,8151,Ulaşım,Mersin,yuksek lisans
abone818,27,kadin,12140,Giyim,Adana,lise
abone819,27,kadin,6069,Eğitim,Antalya,yuksek lisans
abone820,45,kadin,6238,Eğitim,Balıkesir,ortaokul
abone821,30,erkek,11645,Gıda,Gaziantep,lisans
abone822,46,erkek,9512,Ulaşım,Denizli,lisans
abone823,20,kadin,14595,Eğitim,Gaziantep,lisans
abone824,33,erkek,6871,Giyim,Konya,lise
abone825,43,kadin,10991,Gıda,Mersin,lisans
abone826,63,kadin,8798,Ulaşım,Adana,lise
abone827,20,kadin,11576,Ev Giderleri,Manisa,lisans
abone828,22,kadin,9757,Diğer,Şanlıurfa,lise
abone829,38,erkek,7788,Eğitim,Kocaeli,lise
abone830,47,kadin,15333,Giyim,Şanlıurfa,lise
abone831,68,erkek,9056,Ev Giderleri,Izmir,lise
abone832,38,erkek,3880,Eğlence,Denizli,lise
abone833,66,kadin,9375,Diğer,Kocaeli,lisans
abone834,48,kadin,6296,Ulaşım,Sivas,yuksek lisans
abone835,19,erkek,10409,Sağlık,Balıkesir,lise
abone836,48,erkek,10631,Ev Giderleri,Samsun,lisans
abone837,56,kadin,11628,Eğlence,Sivas,yuksek lisans
abone838,25,kadin,14688,Eğlence,Sivas,ortaokul
abone839,59,erkek,5821,Sağlık,Izmir,lisans
abone840,25,erkek,11040,Eğitim,Ankara,lisans
abone841,55,kadin,4853,Ev Giderleri,Manisa,lisans
abone842,47,kadin,7560,Sağlık,Diyarbakır,lisans
abone843,59,erkek,5781,Diğer,Trabzon,lise
abone844,51,kadin,14349,Sağlık,Adana,lise
abone845,36,erkek,10441,Giyim,Bursa,ortaokul
abone846,19,erkek,10530,Eğlence,Diyarbakır,lise
abone847,50,erkek,11041,Diğer,Ankara,yuksek lisans
abone848,65,kadin,15794,Ulaşım,Samsun,doktora
abone849,24,erkek,8843,Ulaşım,Antalya,lisans
abone850,27,erkek,8479,Eğitim,Sivas,lisans
abone851,49,kadin,11603,Eğlence,Samsun,lisans
abone852,46,erkek,3208,Ev Giderleri,Mersin,lisans
abone853,69,erkek,9246,Gıda,Denizli,lise
abone854,68,erkek,10791,Diğer,Trabzon,lise
abone855,53,kadin,3000,Ulaşım,Kahramanmaraş,lisans
abone856,67,erkek,8762,Diğer,Izmir,ilkokul
abone857,31,erkek,8212,Diğer,Kahramanmaraş,lisans
abone858,24,kadin,4921,Diğer,Antalya,lise
abone859,69,erkek,7072,Diğer,Istanbul,lise
abone860,48,erkek,9118,Giyim,Ankara,lisans
abone861,51,kadin,15861,Gıda,Samsun,yuksek lisans
abone862,46,erkek,9199,Eğlence,Şanlıurfa,lise
abone863,65,erkek,8995,Giyim,Trabzon,doktora
abone864,20,erkek,9059,Ulaşım,Antalya,doktora
abone865,28,erkek,4133,Giyim,Adana,ilkokul
abone866,51,erkek,8419,Sağlık,Diyarbakır,doktora
abone867,59,erkek,7512,Gıda,Bursa,ilkokul
abone868,39,erkek,10911,Ulaşım,Istanbul,lise
abone869,61,erkek,7417,Sağlık,Adana,lisans
abone870,21,erkek,4714,Giyim,Konya,ilkokul
abone871,18,erkek,8135,Sağlık,Trabzon,lisans
abone872,40,kadin,10704,Diğer,Malatya,lise
abone873,22,erkek,5706,Ulaşım,Mersin,lisans
abone874,58,kadin,8277,Gıda,Manisa,lisans
abone875,31,kadin,4558,Giyim,Konya,doktora
abone876,68,erkek,3000,Ev Giderleri,Denizli,ilkokul
abone877,58,kadin,3812,Giyim,Adana,lisans
abone878,68,kadin,13548,Diğer,Samsun,lisans
abone879,66,erkek,6646,Diğer,Konya,lise
abone880,61,kadin,11671,Diğer,Sivas,lise
abone881,39,erkek,8486,Diğer,Konya,ortaokul
abone882,28,erkek,3000,Eğitim,Ankara,lise
abone883,35,erkek,8622,Eğitim,Kocaeli,lisans
abone884,44,erkek,14005,Eğitim,Kahramanmaraş,lisans
abone885,22,kadin,7592,Ulaşım,Adana,lisans
abone886,32,erkek,9578,Eğlence,Samsun,lisans
abone887,68,erkek,6075,Ev Giderleri,Ankara,lise
abone888,21,kadin,11359,Ev Giderleri,Samsun,lisans
abone889,66,erkek,11913,Giyim,Adana,lisans
abone890,64,kadin,14974,Diğer,Bursa,lise
abone891,47,erkek,6776,Diğer,Sivas,yuksek lisans
abone892,35,erkek,7742,Ulaşım,Samsun,yuksek lisans
abone893,54,erkek,4221,Ulaşım,Denizli,yuksek lisans
abone894,69,kadin,5698,Giyim,Manisa,lise
abone895,36,erkek,3000,Sağlık,Trabzon,lise
abone896,59,erkek,9688,Ulaşım,Manisa,lise
abone897,50,erkek,11177,Eğitim,Manisa,ilkokul
abone898,64,kadin,9884,Giyim,Kocaeli,lisans
abone899,67,erkek,12231,Gıda,Adana,lisans
abone900,41,kadin,16451,Gıda,Trabzon,yuksek lisans
abone901,61,kadin,12823,Eğitim,Bursa,lise
abone902,62,kadin,3000,Eğitim,Ankara,lise
abone903,22,kadin,3586,Ev Giderleri,Antalya,lisans
abone904,40,kadin,3000,Ev Giderleri,Mersin,yuksek lisans
abone905,34,kadin,7538,Giyim,Sivas,lise
abone906,32,erkek,10083,Giyim,Izmir,lisans
abone907,19,kadin,12239,Giyim,Sivas,ortaokul
abone908,32,erkek,3000,Eğlence,Mersin,ilkokul
abone909,61,erkek,6413,Ulaşım,Kocaeli,lise
abone910,55,erkek,5838,Gıda,Izmir,ortaokul
abone911,67,erkek,3000,Ev Giderleri,Sivas,ilkokul
abone912,19,kadin,9217,Ev Giderleri,Ankara,lise
abone913,23,kadin,8803,Ev Giderleri,Kocaeli,lisans
abone914,52,kadin,12285,Ulaşım,Gaziantep,yuksek lisans
abone915,34,erkek,13248,Ulaşım,Izmir,lise
abone916,40,erkek,12528,Sağlık,Mersin,lisans
abone917,21,kadin,10201,Eğlence,Bursa,lise
abone918,44,erkek,10431,Ulaşım,Malatya,ortaokul
abone919,31,erkek,5275,Eğitim,Sivas,lisans
abone920,63,erkek,7770,Gıda,Kahramanmaraş,ilkokul
abone921,35,erkek,7933,Ev Giderleri,Denizli,lise
abone922,40,erkek,3000,Diğer,Kahramanmaraş,lisans
abone923,48,kadin,11231,Diğer,Samsun,lise
abone924,57,erkek,16735,Gıda,Malatya,lisans
abone925,63,erkek,6877,Giyim,Trabzon,lisans
abone926,49,erkek,9700,Ev Giderleri,Ankara,ortaokul
abone927,38,kadin,14355,Giyim,Şanlıurfa,lisans
abone928,60,erkek,8087,Giyim,Sivas,lise
abone929,30,erkek,6482,Giyim,Konya,ortaokul
abone930,53,erkek,6305,Eğitim,Antalya,lisans
abone931,55,kadin,3000,Gıda,Sivas,lise
abone932,39,kadin,14439,Giyim,Kahramanmaraş,lisans
